SN,Region,Site ID,Site Class,Snag Category,Sub Category,Snag Severity,Visit Date,Closing Date,Status,SnagFlag,Open Month,Closed Month
36327,DXB,SHJ2648,CLASS C,AIR CONDITIONING,AIR CONDITIONING - OTHERS,MINOR,2025-06-24,2025-06-24,CLOSED,CLOSED_UNIQUE,June-25,June-25
36330,DXB,SHJ2648,CLASS C,EXTERNAL ALARMS,NOT WORKING,MINOR,2025-06-24,2025-11-05,CLOSED,CLOSED_UNIQUE,June-25,November-25
36332,DXB,SHJ0431,CLASS C,EXTERNAL ALARMS,NOT WORKING,MINOR,2025-06-24,2025-07-14,CLOSED,CLOSED_UNIQUE,June-25,July-25
36347,DXB,DXB2721,CLASS C,DC SYSTEM,AIR FILTER DAMAGED,MINOR,2025-06-24,2025-06-24,CLOSED,CLOSED_UNIQUE,June-25,June-25
36351,DXB,DXB2721,CLASS C,SHELTER,SITE ID DAMAGED,MINOR,2025-06-24,2025-06-24,CLOSED,CLOSED_UNIQUE,June-25,June-25
36356,DXB,DXB0791,CLASS C,OTHERS,OTHERS,MINOR,2025-06-24,2025-06-24,CLOSED,CLOSED_UNIQUE,June-25,June-25
36359,DXB,DXN0445,CLASS C,BATTERY,TEMPERATURE SENSOR,MINOR,2025-06-24,2025-06-24,CLOSED,CLOSED_UNIQUE,June-25,June-25
36360,DXB,DUB0667,CLASS C,BATTERY,TEMPERATURE SENSOR,MINOR,2025-06-24,2025-06-24,CLOSED,CLOSED_UNIQUE,June-25,June-25
36362,DXB,SHJ3247,CLASS C,SHELTER,SITE ID DAMAGED,MINOR,2025-06-24,2025-06-24,CLOSED,CLOSED_UNIQUE,June-25,June-25
36368,DXB,SHJ2259,CLASS C,CIVIL,SHELTER ROOF REPAIR,MINOR,2025-06-24,2025-12-18,CLOSED,CLOSED_UNIQUE,June-25,December-25
36382,AUH,AAN2014,CLASS C,CIVIL,SHELTER ROOF REPAIR,MINOR,2025-06-24,2025-11-29,CLOSED,CLOSED_UNIQUE,June-25,November-25
36401,DXB,DXB2871,CLASS C,SHELTER,SITE ID DAMAGED,MINOR,2025-06-24,2025-06-24,CLOSED,CLOSED_UNIQUE,June-25,June-25
36402,DXB,DXB2871,CLASS C,CIVIL,SHELTER PADLOCK HOOK IS CUT,MAJOR,2025-06-24,,OPEN,KEEP_OPEN,June-25,
36403,DXB,DXB2871,CLASS C,AIR CONDITIONING,AC NOT COOLING,MAJOR,2025-06-24,2025-07-08,CLOSED,CLOSED_UNIQUE,June-25,July-25
36408,AUH,AUH3163,CLASS C,CIVIL,CABLE TRAY DAMAGED,MINOR,2025-06-24,2025-12-13,CLOSED,CLOSED_UNIQUE,June-25,December-25
36411,AUH,AUH3163,CLASS C,CIVIL,CIVIL - OTHERS,MINOR,2025-06-24,2025-12-13,CLOSED,CLOSED_UNIQUE,June-25,December-25
36412,AUH,AUH3163,CLASS C,CIVIL,SHELTER SUNSHADE FOUNDATION NEEDS REPAIRING,MINOR,2025-06-24,2025-12-13,CLOSED,CLOSED_UNIQUE,June-25,December-25
36415,AUH,AUH3163,CLASS C,CIVIL,BOUNDARY WALL DAMAGED,MINOR,2025-06-24,2025-12-13,CLOSED,CLOSED_UNIQUE,June-25,December-25
36419,AUH,AUH3802,CLASS C,CIVIL,TOWER FOUNDATION PAINT IS EXFOLIATED,MINOR,2025-06-24,2025-11-28,CLOSED,CLOSED_UNIQUE,June-25,November-25
36420,AUH,AUH3802,CLASS C,CIVIL,CIVIL - OTHERS,MINOR,2025-06-24,2025-12-06,CLOSED,CLOSED_UNIQUE,June-25,December-25
36422,AUH,AUH3802,CLASS C,DC SYSTEM,DC SYSTEM - OTHERS,MINOR,2025-06-24,2025-10-10,CLOSED,CLOSED_UNIQUE,June-25,October-25
36425,AUH,AUH3802,CLASS C,BATTERY,TEMPERATURE SENSOR,MINOR,2025-06-24,,OPEN,KEEP_OPEN,June-25,
36427,AUH,AUH3306,CLASS C,BATTERY,TEMPERATURE SENSOR,MINOR,2025-06-24,,OPEN,KEEP_OPEN,June-25,
36429,AUH,AUH3306,CLASS C,DC SYSTEM,DC SYSTEM - OTHERS,MINOR,2025-06-24,2025-10-10,CLOSED,CLOSED_UNIQUE,June-25,October-25
36430,AUH,AUH3306,CLASS C,CIVIL,TOWER FOUNDATION PAINT IS EXFOLIATED,MINOR,2025-06-24,2025-11-28,CLOSED,CLOSED_UNIQUE,June-25,November-25
36440,DXB,IDX0248,CLASS C,DC SYSTEM,RECTIFIER MODULE FAULTY,MINOR,2025-06-24,2025-12-18,CLOSED,CLOSED_UNIQUE,June-25,December-25
36448,DXB,FUJ3275,CLASS C,EXTERNAL ALARMS,NOT WORKING,MINOR,2025-06-24,2025-06-24,CLOSED,CLOSED_UNIQUE,June-25,June-25
36449,DXB,FUJ3275,CLASS C,DC SYSTEM,AIR FILTER DAMAGED,MINOR,2025-06-24,2025-06-24,CLOSED,CLOSED_UNIQUE,June-25,June-25
36450,DXB,KFN3625,CLASS C,BATTERY,TEMPERATURE SENSOR,MINOR,2025-06-24,,OPEN,KEEP_OPEN,June-25,
36455,DXB,KFN2607,CLASS C,SHELTER,SHELTER - OTHERS,MINOR,2025-06-24,2025-06-24,CLOSED,CLOSED_UNIQUE,June-25,June-25
36459,DXB,KFN3082,CLASS C,OTHERS,OTHERS,MINOR,2025-06-24,2025-06-24,CLOSED,CLOSED_UNIQUE,June-25,June-25
36460,DXB,KFN3082,CLASS C,OTHERS,PLANTATION,MINOR,2025-06-24,2025-06-24,CLOSED,CLOSED_UNIQUE,June-25,June-25
36461,DXB,KFN3082,CLASS C,POWER METER,POWER METER NOT WORKING,MINOR,2025-06-24,2025-09-24,CLOSED,CLOSED_UNIQUE,June-25,September-25
36462,AUH,AUH2921,CLASS A,CIVIL,CABLE TRAY DAMAGED,MINOR,2025-06-24,2025-10-16,CLOSED,CLOSED_UNIQUE,June-25,October-25
36468,AUH,AUH2921,CLASS A,FIRE SYSTEMS,FIRE ALARM SMOKE DETECTOR SENSOR FAULTY,MAJOR,2025-06-24,2025-07-07,CLOSED,CLOSED_UNIQUE,June-25,July-25
36469,AUH,AUH2921,CLASS A,BATTERY,TEMPERATURE SENSOR,MAJOR,2025-06-24,,OPEN,KEEP_OPEN,June-25,
94961,AUH,AUH2926,CLASS A,CIVIL,SHELTER BASE NEEDS REPAIRING,MINOR,2026-02-21,,OPEN,KEEP_OPEN,February-26,
36484,AUH,AUH2926,CLASS A,CIVIL,SHELTER STEP NEEDS REPAIRING,MINOR,2025-06-24,2025-08-21,CLOSED,CLOSED_UNIQUE,June-25,August-25
36487,AUH,AUH2926,CLASS A,FIRE SYSTEMS,FIRE ALARM BATTERY FAULTY,MAJOR,2025-06-24,2025-06-24,CLOSED,CLOSED_UNIQUE,June-25,June-25
36488,AUH,AUH2926,CLASS A,SHELTER,SHELTER - OTHERS,MINOR,2025-06-24,2025-06-24,CLOSED,CLOSED_UNIQUE,June-25,June-25
90618,DXB,DXB0204,CLASS C,BATTERY,TEMPERATURE SENSOR,MAJOR,2026-01-29,2026-01-29,CLOSED,CLOSED_UNIQUE,January-26,January-26
36504,DXB,DXN0675,CLASS C,BATTERY,TEMPERATURE SENSOR,MINOR,2025-06-24,,OPEN,KEEP_OPEN,June-25,
36515,DXB,DXB3213,CLASS C,AIR CONDITIONING,OUTDOOR AC CONDENSER MOTOR FAULTY,MAJOR,2025-06-24,2025-07-01,CLOSED,CLOSED_UNIQUE,June-25,July-25
36519,DXB,DXB3211,CLASS C,AIR CONDITIONING,AC RELAY FAULTY,MINOR,2025-06-24,2025-06-24,CLOSED,CLOSED_UNIQUE,June-25,June-25
36522,DXB,DXB3211,CLASS C,AIR CONDITIONING,OUTDOOR AC CONDENSER MOTOR FAULTY,MAJOR,2025-06-24,2025-07-01,CLOSED,CLOSED_UNIQUE,June-25,July-25
36527,DXB,UAQ3132,CLASS C,TI,TI - OTHERS,MINOR,2025-06-24,2025-06-24,CLOSED,CLOSED_UNIQUE,June-25,June-25
36536,DXB,UAQ2910,CLASS C,AIR CONDITIONING,AIR CONDITIONING - OTHERS,MINOR,2025-06-24,2025-07-08,CLOSED,CLOSED_UNIQUE,June-25,July-25
36542,AUH,AUH2078,CLASS C,CIVIL,SHELTER ROOF WATERPROOFING,MINOR,2025-06-24,2025-12-13,CLOSED,CLOSED_UNIQUE,June-25,December-25
36543,AUH,AUH2078,CLASS C,CIVIL,CABLE TRAY DAMAGED,MINOR,2025-06-24,2025-12-13,CLOSED,CLOSED_UNIQUE,June-25,December-25
36545,AUH,AUH2078,CLASS C,BATTERY,TEMPERATURE SENSOR,MINOR,2025-06-24,,OPEN,KEEP_OPEN,June-25,
36548,AUH,AUH2129,CLASS A,CIVIL,SHELTER ROOF WATERPROOFING,MAJOR,2025-06-24,2025-08-02,CLOSED,CLOSED_UNIQUE,June-25,August-25
92158,AUH,AUH2076,CLASS A,CIVIL,CABLE TRAY DAMAGED,MINOR,2026-02-07,,OPEN,KEEP_OPEN,February-26,
36560,AUH,AAN2024,CLASS C,SHELTER,SITE ID DAMAGED,MINOR,2025-06-25,2025-06-25,CLOSED,CLOSED_UNIQUE,June-25,June-25
36562,AUH,AAN2024,CLASS C,AIR CONDITIONING,AC RELAY FAULTY,MINOR,2025-06-25,2025-06-25,CLOSED,CLOSED_UNIQUE,June-25,June-25
36563,AUH,AAN2024,CLASS C,FIRE SYSTEMS,FIRE ALARM BATTERY FAULTY,MINOR,2025-06-25,2025-06-25,CLOSED,CLOSED_UNIQUE,June-25,June-25
93688,AUH,AAN2024,CLASS C,CIVIL,CIVIL - OTHERS,MINOR,2026-02-17,,OPEN,KEEP_OPEN,February-26,
93689,AUH,AAN2024,CLASS C,CIVIL,CIVIL - OTHERS,MINOR,2026-02-17,,OPEN,KEEP_OPEN,February-26,
36571,AUH,AUH0481,CLASS C,MDB,MDB - OTHERS,MINOR,2025-06-25,,OPEN,KEEP_OPEN,June-25,
36572,DXB,AJM2396,CLASS C,OTHERS,PLANTATION,MINOR,2025-06-25,2025-06-25,CLOSED,CLOSED_UNIQUE,June-25,June-25
36573,DXB,AJM2396,CLASS C,CIVIL,BOUNDARY WALL PAINT WORK,MINOR,2025-06-25,2025-12-08,CLOSED,CLOSED_UNIQUE,June-25,December-25
36578,DXB,AJM2184,CLASS C,CIVIL,SHELTER ROOF REPAIR,MINOR,2025-06-25,2025-12-13,CLOSED,CLOSED_UNIQUE,June-25,December-25
36589,AUH,AUH3926,CLASS C,TI,TI - OTHERS,MINOR,2025-06-25,2025-06-25,CLOSED,CLOSED_UNIQUE,June-25,June-25
36592,DXB,SHJ2989,CLASS C,TI,TI - OTHERS,MINOR,2025-06-25,2025-06-25,CLOSED,CLOSED_UNIQUE,June-25,June-25
94045,DXB,SHJ2087,CLASS A,TI,TI - OTHERS,MINOR,2026-02-18,2026-02-18,CLOSED,CLOSED_UNIQUE,February-26,February-26
36596,DXB,SHJ2087,CLASS A,AIR CONDITIONING,AC FILTER REPLACED,MAJOR,2025-06-25,2025-07-26,CLOSED,CLOSED_UNIQUE,June-25,July-25
36598,DXB,SHJ2087,CLASS A,BATTERY,WEAK BATTERY,MAJOR,2025-06-25,2025-08-25,CLOSED,CLOSED_UNIQUE,June-25,August-25
36600,DXB,AJM0970,CLASS C,TI,TI - OTHERS,MINOR,2025-06-25,2025-06-25,CLOSED,CLOSED_UNIQUE,June-25,June-25
36602,DXB,IAJ0837,CLASS C,TI,TI - OTHERS,MINOR,2025-06-25,2025-06-25,CLOSED,CLOSED_UNIQUE,June-25,June-25
36609,DXB,DXB2010,CLASS C,DC SYSTEM,DC SYSTEM - OTHERS,MINOR,2025-06-25,2025-06-25,CLOSED,CLOSED_UNIQUE,June-25,June-25
36610,DXB,DXB2010,CLASS C,OTHERS,OTHERS,MINOR,2025-06-25,2025-06-25,CLOSED,CLOSED_UNIQUE,June-25,June-25
36613,DXB,DXB2010,CLASS C,SHELTER,EXTERNAL LIGHTING BULB FAULTY,MINOR,2025-06-25,2026-01-23,CLOSED,CLOSED_UNIQUE,June-25,January-26
36622,DXB,DUB0515,CLASS C,BATTERY,TEMPERATURE SENSOR,MINOR,2025-06-25,2025-06-25,CLOSED,CLOSED_UNIQUE,June-25,June-25
36624,DXB,DXN0465,CLASS C,DC SYSTEM,DC SYSTEM - OTHERS,MINOR,2025-06-25,2025-06-25,CLOSED,CLOSED_UNIQUE,June-25,June-25
36625,DXB,SHJ2485,CLASS C,TI,TI - OTHERS,MINOR,2025-06-25,2025-06-25,CLOSED,CLOSED_UNIQUE,June-25,June-25
36630,DXB,SHJ2591,CLASS C,SHELTER,SHELTER - OTHERS,MINOR,2025-06-25,2025-06-25,CLOSED,CLOSED_UNIQUE,June-25,June-25
36631,DXB,SHJ2591,CLASS C,CIVIL,SHELTER ROOF REPAIR,MINOR,2025-06-25,2026-01-30,CLOSED,CLOSED_UNIQUE,June-25,January-26
36633,DXB,SHJ2591,CLASS C,AIR CONDITIONING,AC RELAY FAULTY,MINOR,2025-06-25,2025-06-25,CLOSED,CLOSED_UNIQUE,June-25,June-25
36634,DXB,SHJ2514,CLASS C,AIR CONDITIONING,AC CONTACTOR FAULTY,MINOR,2025-06-25,2025-06-25,CLOSED,CLOSED_UNIQUE,June-25,June-25
36636,DXB,SHJ2514,CLASS C,CIVIL,SHELTER ROOF REPAIR,MINOR,2025-06-25,2025-12-17,CLOSED,CLOSED_UNIQUE,June-25,December-25
36641,AUH,AAN2432,CLASS C,SHELTER,SITE ID DAMAGED,MINOR,2025-06-25,2025-06-25,CLOSED,CLOSED_UNIQUE,June-25,June-25
36642,AUH,AAN2432,CLASS C,CIVIL,BOUNDARY WALL PAINT WORK,MINOR,2025-06-25,2025-12-06,CLOSED,CLOSED_UNIQUE,June-25,December-25
36649,AUH,AUH3529,CLASS C,MDB,MDB - OTHERS,MINOR,2025-06-25,,OPEN,KEEP_OPEN,June-25,
36652,AUH,AUH6436,CLASS C,MDB,MDB - OTHERS,MINOR,2025-06-25,,OPEN,KEEP_OPEN,June-25,
36654,AUH,AUH6436,CLASS C,CIVIL,TOWER FOUNDATION PAINT IS EXFOLIATED,MINOR,2025-06-25,,OPEN,KEEP_OPEN,June-25,
36655,AUH,AUH6436,CLASS C,CIVIL,SHELTER BASE NEEDS REPAIRING,MINOR,2025-06-25,,OPEN,KEEP_OPEN,June-25,
36656,AUH,AUH6436,CLASS C,BATTERY,TEMPERATURE SENSOR,MINOR,2025-06-25,,OPEN,KEEP_OPEN,June-25,
36660,AUH,AUH3180,CLASS C,BATTERY,TEMPERATURE SENSOR,MINOR,2025-06-25,,OPEN,KEEP_OPEN,June-25,
36663,AUH,AUH3180,CLASS C,EXTERNAL ALARMS,NOT WORKING,MINOR,2025-06-25,2025-12-06,CLOSED,CLOSED_UNIQUE,June-25,December-25
36672,DXB,FUJ2795,CLASS C,SHELTER,SITE ID DAMAGED,MINOR,2025-06-25,2025-06-25,CLOSED,CLOSED_UNIQUE,June-25,June-25
36674,DXB,KFN2627,CLASS C,OTHERS,OTHERS,MINOR,2025-06-25,2025-06-25,CLOSED,CLOSED_UNIQUE,June-25,June-25
36678,DXB,KFN2627,CLASS C,AWL,AWL BULB FAULTY,MINOR,2025-06-25,2025-06-25,CLOSED,CLOSED_UNIQUE,June-25,June-25
36679,DXB,KFN2627,CLASS C,CIVIL,GUIDE WIRE DAMAGED,MINOR,2025-06-25,,OPEN,KEEP_OPEN,June-25,
36680,DXB,KFN2627,CLASS C,CIVIL,MAIN GATE IS RUSTED AND NEEDS REPAINTING,MINOR,2025-06-25,,OPEN,KEEP_OPEN,June-25,
36690,AUH,AUH2934,CLASS A,FIRE SYSTEMS,FIRE ALARM BATTERY FAULTY,MAJOR,2025-06-25,2025-06-25,CLOSED,CLOSED_UNIQUE,June-25,June-25
36691,AUH,AUH6385,CLASS C,SHELTER,SITE ID DAMAGED,MINOR,2025-06-25,2025-06-25,CLOSED,CLOSED_UNIQUE,June-25,June-25
36695,AUH,AUH2930,CLASS A,EXTERNAL ALARMS,EXTERNAL ALARMS - OTHERS,MAJOR,2025-06-25,2025-06-25,CLOSED,CLOSED_UNIQUE,June-25,June-25
36698,AUH,AUH2930,CLASS A,TI,BTS COOLING FAN FAULTY,MAJOR,2025-06-25,2025-06-25,CLOSED,CLOSED_UNIQUE,June-25,June-25
36701,AUH,AUH2930,CLASS A,TI,EQUIPMENT NOT INSTALLED AS PER STANDARD,MINOR,2025-06-25,2025-06-25,CLOSED,CLOSED_UNIQUE,June-25,June-25
36704,AUH,AUH2930,CLASS A,MDB,MDB - OTHERS,MINOR,2025-06-25,2025-06-25,CLOSED,CLOSED_UNIQUE,June-25,June-25
36715,DXB,DXB2534,CLASS C,SHELTER,SITE ID DAMAGED,MINOR,2025-06-25,2025-06-25,CLOSED,CLOSED_UNIQUE,June-25,June-25
36716,DXB,DXB2534,CLASS C,EXTERNAL ALARMS,NOT WORKING,MINOR,2025-06-25,2026-01-23,CLOSED,CLOSED_UNIQUE,June-25,January-26
36724,DXB,DXB2534,CLASS C,CIVIL,CABLE TRAY DAMAGED,MINOR,2025-06-25,2026-01-23,CLOSED,CLOSED_UNIQUE,June-25,January-26
36735,AUH,AUH3264,CLASS C,FIRE SYSTEMS,FIRE EXTINGUISHER EXPIRED,MINOR,2025-06-25,2025-06-25,CLOSED,CLOSED_UNIQUE,June-25,June-25
36739,AUH,AUH3264,CLASS C,MDB,MDB - OTHERS,MINOR,2025-06-25,2025-06-25,CLOSED,CLOSED_UNIQUE,June-25,June-25
36740,AUH,AUH3264,CLASS C,EXTERNAL ALARMS,NOT WORKING,MINOR,2025-06-25,2025-08-09,CLOSED,CLOSED_UNIQUE,June-25,August-25
36744,AUH,AUH2426,CLASS A,FIRE SYSTEMS,FIRE SOUNDER FAULTY,MAJOR,2025-06-25,2025-07-08,CLOSED,CLOSED_UNIQUE,June-25,July-25
36745,AUH,AUH2426,CLASS A,CIVIL,SHELTER ROOF REPAIR,MINOR,2025-06-25,2025-08-23,CLOSED,CLOSED_UNIQUE,June-25,August-25
36748,AUH,AUH2426,CLASS A,BATTERY,WEAK BATTERY,MAJOR,2025-06-25,2025-10-03,CLOSED,CLOSED_UNIQUE,June-25,October-25
36749,AUH,AUH2426,CLASS A,BATTERY,LOW CAPACITY,MAJOR,2025-06-25,2025-10-03,CLOSED,CLOSED_UNIQUE,June-25,October-25
36754,AUH,AUH2752,CLASS C,OTHERS,HAZARDS,MINOR,2025-06-25,2025-12-13,CLOSED,CLOSED_UNIQUE,June-25,December-25
36757,AUH,AUH2752,CLASS C,CIVIL,CIVIL - OTHERS,MINOR,2025-06-25,2025-06-25,CLOSED,CLOSED_UNIQUE,June-25,June-25
74877,AUH,AUH2433,CLASS A,BATTERY,BATTERY FAULTY,MAJOR,2025-11-14,2025-12-27,CLOSED,CLOSED_UNIQUE,November-25,December-25
44381,AUH,AUH2433,CLASS A,BATTERY,TEMPERATURE SENSOR,MAJOR,2025-07-25,2025-11-24,CLOSED,CLOSED_UNIQUE,July-25,November-25
36761,AUH,AUH2439,CLASS A,CIVIL,GENSET CANOPY NEEDS REPAIRING,MINOR,2025-06-25,2025-08-25,CLOSED,CLOSED_UNIQUE,June-25,August-25
36765,DXB,DXB1662,CLASS A,AIR CONDITIONING,AC COMPRESSOR FAULTY,MAJOR,2025-06-25,2025-07-01,CLOSED,CLOSED_UNIQUE,June-25,July-25
36768,DXB,DXB2292,CLASS C,AIR CONDITIONING,AC GAS REFILLING,MINOR,2025-06-25,2025-06-25,CLOSED,CLOSED_UNIQUE,June-25,June-25
36769,DXB,DXB2292,CLASS C,AIR CONDITIONING,AC CAPACITOR FAULTY,MINOR,2025-06-25,2025-06-25,CLOSED,CLOSED_UNIQUE,June-25,June-25
36772,DXB,DXB2292,CLASS C,AIR CONDITIONING,AC COMPRESSOR FAULTY,MAJOR,2025-06-25,2025-07-03,CLOSED,CLOSED_UNIQUE,June-25,July-25
36773,DXB,DXB2292,CLASS C,SHELTER,SITE ID DAMAGED,MINOR,2025-06-25,2025-06-25,CLOSED,CLOSED_UNIQUE,June-25,June-25
36789,DXB,RAK3439,CLASS C,TI,TI - OTHERS,MINOR,2025-06-25,2025-06-25,CLOSED,CLOSED_UNIQUE,June-25,June-25
36791,DXB,RAK3439,CLASS C,SHELTER,SITE ID DAMAGED,MINOR,2025-06-25,2025-06-25,CLOSED,CLOSED_UNIQUE,June-25,June-25
36793,DXB,RAK3111,CLASS C,TI,TI - OTHERS,MINOR,2025-06-25,2025-06-25,CLOSED,CLOSED_UNIQUE,June-25,June-25
36797,DXB,RAK3169,CLASS C,POWER METER,POWER METER NOT WORKING,MINOR,2025-06-25,2026-01-03,CLOSED,CLOSED_UNIQUE,June-25,January-26
36800,DXB,UAQ3314,CLASS C,SHELTER,SITE ID DAMAGED,MINOR,2025-06-25,2025-06-25,CLOSED,CLOSED_UNIQUE,June-25,June-25
36801,DXB,UAQ3314,CLASS C,BATTERY,TEMPERATURE SENSOR,MINOR,2025-06-25,,OPEN,KEEP_OPEN,June-25,
36810,AUH,AAN3402,CLASS C,SHELTER,SITE ID DAMAGED,MINOR,2025-06-26,2025-06-26,CLOSED,CLOSED_UNIQUE,June-25,June-25
36812,AUH,AAN3402,CLASS C,BATTERY,TEMPERATURE SENSOR,MINOR,2025-06-26,,OPEN,KEEP_OPEN,June-25,
36815,AUH,AAN3402,CLASS C,CIVIL,SHELTER SUNSHADE FOUNDATION NEEDS REPAIRING,MINOR,2025-06-26,2025-11-21,CLOSED,CLOSED_UNIQUE,June-25,November-25
96913,AUH,AAN2071,CLASS A,CIVIL,CIVIL - OTHERS,MINOR,2026-03-11,,OPEN,KEEP_OPEN,March-26,
96914,AUH,AAN2071,CLASS A,CIVIL,CIVIL - OTHERS,MINOR,2026-03-11,,OPEN,KEEP_OPEN,March-26,
96915,AUH,AAN2071,CLASS A,CIVIL,CIVIL - OTHERS,MINOR,2026-03-11,2026-03-11,CLOSED,CLOSED_UNIQUE,March-26,March-26
36847,DXB,SHJ6254,CLASS C,TI,TI - OTHERS,MINOR,2025-06-26,2025-06-26,CLOSED,CLOSED_UNIQUE,June-25,June-25
36851,DXB,AJM0974,CLASS C,TI,TI - OTHERS,MINOR,2025-06-26,2025-06-26,CLOSED,CLOSED_UNIQUE,June-25,June-25
36852,DXB,IAJ0833,CLASS C,TI,TI - OTHERS,MINOR,2025-06-26,2025-06-26,CLOSED,CLOSED_UNIQUE,June-25,June-25
36855,DXB,IAJ0833,CLASS C,BATTERY,TEMPERATURE SENSOR,MINOR,2025-06-26,,OPEN,KEEP_OPEN,June-25,
36856,DXB,SHJ6254,CLASS C,OTHERS,PLANTATION,MINOR,2025-06-26,2025-06-26,CLOSED,CLOSED_UNIQUE,June-25,June-25
36867,DXB,IDX0230,CLASS C,OTHERS,OTHERS,MINOR,2025-06-26,2025-06-26,CLOSED,CLOSED_UNIQUE,June-25,June-25
36878,DXB,DXN0579,CLASS C,OTHERS,OTHERS,MINOR,2025-06-26,2025-06-26,CLOSED,CLOSED_UNIQUE,June-25,June-25
36879,DXB,IDX0666,CLASS C,EXTERNAL ALARMS,EXTERNAL ALARMS - OTHERS,MINOR,2025-06-26,2025-06-26,CLOSED,CLOSED_UNIQUE,June-25,June-25
36880,DXB,SHJ0130,CLASS C,AIR CONDITIONING,AC NOT COOLING,MAJOR,2025-06-26,2025-07-08,CLOSED,CLOSED_UNIQUE,June-25,July-25
36885,DXB,SHJ0156,CLASS C,AIR CONDITIONING,INDOOR AC BLOWER MOTOR FAULTY,MAJOR,2025-06-26,,OPEN,KEEP_OPEN,June-25,
36886,DXB,SHJ0156,CLASS C,AIR CONDITIONING,AC LEAKAGE,MAJOR,2025-06-26,,OPEN,KEEP_OPEN,June-25,
36889,DXB,SHJ0106,CLASS C,AIR CONDITIONING,AC NOT COOLING,MAJOR,2025-06-26,2025-07-08,CLOSED,CLOSED_UNIQUE,June-25,July-25
36891,AUH,AAN3604,CLASS C,FIRE SYSTEMS,FIRE SYSTEMS - OTHERS,MINOR,2025-06-26,2025-06-26,CLOSED,CLOSED_UNIQUE,June-25,June-25
36895,AUH,AAN3604,CLASS C,BATTERY,TEMPERATURE SENSOR,MINOR,2025-06-26,,OPEN,KEEP_OPEN,June-25,
36896,AUH,AAN3603,CLASS C,FIRE SYSTEMS,FIRE SYSTEMS - OTHERS,MINOR,2025-06-26,2025-06-26,CLOSED,CLOSED_UNIQUE,June-25,June-25
36899,AUH,AAN3603,CLASS C,BATTERY,TEMPERATURE SENSOR,MINOR,2025-06-26,,OPEN,KEEP_OPEN,June-25,
36900,AUH,AAN3603,CLASS C,MDB,LABELING MISSING,MINOR,2025-06-26,2025-06-26,CLOSED,CLOSED_UNIQUE,June-25,June-25
36902,AUH,AAN2927,CLASS C,BATTERY,TEMPERATURE SENSOR,MINOR,2025-06-26,,OPEN,KEEP_OPEN,June-25,
36906,AUH,AAN2927,CLASS C,SHELTER,SITE ID DAMAGED,MINOR,2025-06-26,2025-06-26,CLOSED,CLOSED_UNIQUE,June-25,June-25
36908,DXB,DXB1536,CLASS C,SHELTER,SITE ID DAMAGED,MINOR,2025-06-26,2025-06-26,CLOSED,CLOSED_UNIQUE,June-25,June-25
94211,DXB,DXB1536,CLASS C,CIVIL,SHELTER BASE NEEDS REPAIRING,MINOR,2026-02-19,,OPEN,KEEP_OPEN,February-26,
36912,DXB,DXB1536,CLASS C,FIRE SYSTEMS,FIRE SOUNDER FAULTY,MINOR,2025-06-26,2025-07-01,CLOSED,CLOSED_UNIQUE,June-25,July-25
36913,DXB,DXB1536,CLASS C,FIRE SYSTEMS,FIRE SYSTEMS - OTHERS,MINOR,2025-06-26,2025-06-26,CLOSED,CLOSED_UNIQUE,June-25,June-25
36919,AUH,AUH3564,CLASS C,AWL,AWL BULB FAULTY,MINOR,2025-06-26,,OPEN,KEEP_OPEN,June-25,
36920,AUH,AUG6093,CLASS C,MDB,MDB - OTHERS,MINOR,2025-06-26,,OPEN,KEEP_OPEN,June-25,
36924,AUH,AUG6093,CLASS C,SHELTER,INTERNAL LIGHTING BULB FAULTY,MINOR,2025-06-26,2025-06-26,CLOSED,CLOSED_UNIQUE,June-25,June-25
36933,DXB,DXB2155,CLASS C,CIVIL,CABLE TRAY DAMAGED,MINOR,2025-06-26,2026-01-30,CLOSED,CLOSED_UNIQUE,June-25,January-26
36935,DXB,DXB2155,CLASS C,SHELTER,SITE ID DAMAGED,MINOR,2025-06-26,2025-06-26,CLOSED,CLOSED_UNIQUE,June-25,June-25
36936,DXB,DXN0565,CLASS C,BATTERY,TEMPERATURE SENSOR,MINOR,2025-06-26,,OPEN,KEEP_OPEN,June-25,
36949,DXB,SHJ2588,CLASS C,SHELTER,SITE ID DAMAGED,MINOR,2025-06-26,2025-06-26,CLOSED,CLOSED_UNIQUE,June-25,June-25
36952,DXB,KFN6316,CLASS C,BATTERY,TEMPERATURE SENSOR,MINOR,2025-06-26,,OPEN,KEEP_OPEN,June-25,
36954,DXB,KFN6316,CLASS C,SHELTER,SITE ID DAMAGED,MINOR,2025-06-26,2025-06-26,CLOSED,CLOSED_UNIQUE,June-25,June-25
36958,DXB,KFN1638,CLASS C,SHELTER,SHELTER - OTHERS,MINOR,2025-06-26,2025-06-26,CLOSED,CLOSED_UNIQUE,June-25,June-25
36959,DXB,KFN1638,CLASS C,BATTERY,TEMPERATURE SENSOR,MINOR,2025-06-26,,OPEN,KEEP_OPEN,June-25,
36960,DXB,KFN3769,CLASS C,BATTERY,TEMPERATURE SENSOR,MINOR,2025-06-26,,OPEN,KEEP_OPEN,June-25,
36962,AUH,AUH3761,CLASS C,TI,BTS COOLING FAN FAULTY,MINOR,2025-06-26,2025-06-26,CLOSED,CLOSED_UNIQUE,June-25,June-25
